restaurant_name,restaurant_url,review_url_location,review_page_number,star_rating,review_lang,review_date,review_text,word_count,char_count,reviewer_name,reviewer_location,reviewer_friend_count,reviewer_review_count,reviewer_photo_count,reviewer_has_profile_image
Swingin’ Door Exchange,https://www.yelp.com/biz/swingin-door-exchange-milwaukee,https://www.yelp.com/not_recommended_reviews/swingin-door-exchange-milwaukee?not_recommended_start=0,11,5.0,en,1/7/2014,All you can mussels Wednesday night. Great tacos on Tuesday. Friendly staff. Good prices. I love this place! Milwaukee treasure.,20,128,Dom J.,"Milwaukee, WI",2,4,1,1
Swingin’ Door Exchange,https://www.yelp.com/biz/swingin-door-exchange-milwaukee,https://www.yelp.com/not_recommended_reviews/swingin-door-exchange-milwaukee?not_recommended_start=0,12,5.0,en,5/27/2013,"These burgers are in my top three! Very tiny place, but amazing every time.",14,75,Derek F.,"Milwaukee, WI",0,32,0,0
Swingin’ Door Exchange,https://www.yelp.com/biz/swingin-door-exchange-milwaukee,https://www.yelp.com/not_recommended_reviews/swingin-door-exchange-milwaukee?not_recommended_start=0,12,5.0,en,3/3/2013,Great atmosphere and the staff were also great!,8,47,Jim S.,"Elmhurst, IL",0,1,0,0
Swingin’ Door Exchange,https://www.yelp.com/biz/swingin-door-exchange-milwaukee,https://www.yelp.com/not_recommended_reviews/swingin-door-exchange-milwaukee?not_recommended_start=0,12,5.0,en,5/3/2011,"Charming place with great atmosphere! The staff is friendly, and the food is excellent! Located in the historic Mackie Building right below the famous Grain Exchange hall.",27,171,KC S.,"Milwaukee, WI",70,16,6,0
Shanghai,https://www.yelp.com/biz/shanghai-milwaukee,https://www.yelp.com/not_recommended_reviews/shanghai-milwaukee?not_recommended_start=0,1,5.0,en,4/8/2023,This was a fun place to find! The drinks were definitely interesting and original. Fun for date night!,18,102,Crystal V.,"Reno, NV",155,6,4,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,9/28/2016,"Still the way a cocktail lounge ought to be. Haven't been here for a while, but I decided to review based on past experiences. They'll gladly make you a drink based on your own flavor experiences & requests. You can just say the fruits, flavors, aromas & whether sweet or sour, the bartender & the staff will fulfill your whims. The decor is just as refreshing as the drinks are, & the vintage old time feel it offers is timeless. MKE or Milwaukee, crash into my arms...",87,470,Hiro Y.,"Seattle, WA",741,154,3301,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,5/5/2016,"Not retro, simply never shifting. The bartenders work with no cocktail list for three customers, but without an approach interchangeable with the first half of that compound word. The drinks are outstanding and creative, the decor is classic, and the vibe is area friendly. The knowledge behind the pub is unmatched!",51,316,Clifford W.,"Cincinnati, OH",0,10,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,7/25/2015,I like the dark atmosphere!,5,27,Emily O.,"Milwaukee, WI",5,27,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,4/28/2015,"A very unique experience, truly something in between a bar and a restaurant. Environment is covered in vinyl, and feels straight out of 1970. Also probably the most diverse crowd I've seen in a Milwaukee bar, always a plus if you're looking to meet new people. For the indecisive, it's great to be able to just tell the server ""something fruity,"" or ""something with whiskey"" and try new drinks!",69,394,Stephen T.,"Milwaukee, WI",6,1,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,2/12/2015,"I love everything about this place, the decor, the staff, the drinks (OMG the drinks!!) My one bit of advice is, ""trust your bartender."" These people are truly masters at their art. go out on a limb and try something new. tell your server or bartender what drinks/flavors you like, and have them surprise you. trust me on this one, you won't be disappointed.",64,358,George S.,"Milwaukee, WI",0,1,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,1/6/2015,I was blown away by the service and the selection was unbelievable.,12,67,Jason S.,"Milwaukee, WI",2,17,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,12/24/2013,Tell them any drink. It will be good,8,36,Liam R.,"Chicago, IL",86,133,23,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,4.0,en,8/4/2012,"This place rules. If you haven't tried it, you must.",10,52,Annette K.,"Placitas, NM",5,44,12,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,5.0,en,10/7/2024,"This intimate and charming bar offers a unique experience. Forget menus! with expert staff who guide you to the perfect custom cocktail based on your preferences. Experienced bartenders craft cocktails tailored to you.  I recently enjoyed a perfectly crafted Pornstar Martini - a delightful surprise!  I've been here a few times now, and each visit has been memorable. The intimate and cozy ambiance makes it ideal for  conversation with friends or memorable dates.",73,465,Nubia M.,"Milwaukee, WI",45,52,293,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,1,5.0,en,4/15/2024,The only way I could mThe only way I could do that was if you wanted me too I could come and pick,23,97,Jayden P.,"Racine, WI",0,2,3,0
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,12/2/2023,"By far one of the coolest bars in the entire country! No menu, educated and fantastic bartenders who interpret your favorite flavors and custom mix you a drink...if you don't like it, you don't have to pay for it.Great ambience, no TV's and the oldest free standing bar in America!",50,281,Bryan M.,"GA, GA",0,4,11,0
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,2/12/2023,"I had a wonderful night at Bryant's. Our cocktail waitress was incredible! I wasn't able to photograph our drinks due to the intimate lighting of the velvet lounge. That's really my only regret. Booking this package was effortless, our drinks were delicious. 10/10",43,264,Maria S.,"Milwaukee, WI",1,11,12,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,1/1/2023,I love the drinks here so much fun to see what I get next. The ordering style can take a minute more than ppl are expecting but worth it!,29,137,Sammi Jean D.,"West Allis, WI",0,2,3,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,12/2/2022,They are amazing! The drinks the service! Everything is top notch the ice cream drinks are to die for,19,101,Kara H.,"Denton, TX",242,20,17,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,4/25/2018,"Love the vintage vibe! Great place for cocktails with friends/SO. No menus here... order what you want or tell your server your favorite flavors and let them work their magic. Surprise cocktail?! Yes, please!",34,208,Andrea C.,"Kenosha, WI",175,3,1,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,12/28/2017,Consistently gets voted as one of the best bars in Milwaukee and cocktail program in the states and it's easy to see why. The inside is darker and brings you back to the era of an old cocktail lounge with literally hundreds of cocktails to choose from. The wait staff is tentative and knowledgeable as they are there to help pick the perfect cocktail for you - so you don't have to worry about the vast variety of options. All the cocktails are simply superb.,85,459,Megan S.,"Milwaukee, WI",2,13,4,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,6/10/2017,"After a few drinks, I always wonder what the fish are thinking....",12,66,Michael Z.,"Fond du Lac, WI",35,29,1,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,8/29/2016,"Came here on Saturday night and sat upstairs in the exclusive Velvet Lounge! Our group of six was celebrating a birthday and and the fun, classy atmosphere was just what we needed. When you turn thirty you don't really want to celebrate a birthday on Water street!Bryant's is the opposite of Water street. Cool vibes, a sumptuous setting, delicious drinks and amazing service. Our server Fay was obviously busy but we never once had to flag her down for more water or cocktails! Just as important, her recommendations were spot on. Kudos to the bartender as well. We will be back and in full force just as soon as another celebration requires it.",113,646,Mira Elizabeth N.,"Milwaukee, WI",20,7,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,5.0,en,"6/19/2016
            





Updated review","We were here in November and received some pretty poor service (from a relatively new server). This time, everything was great. We were in a hurry and Faye made sure our drinks were out quickly. She gave great recommendations based on what we wanted: 96 tears, Franks Drink, and one other I can't remember. They were all delicious. She was sweet enough to give us her card with the names of what we had (which of course I can't find now!). Bryants is back in proper form! We'll be back!",90,486,Kevin M.,"Burlington, WI",404,2,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,2,2.0,en,"11/14/2015
            
Previous review","Started in the 1930s, hasn't changed since the 1970s, no menu, but they can make between 400 and 500 drinks, simpy at your request.  Similar to At Random, when At Random isn't open (which is often).  I was told that the guy who started At Random (in the late 1950s) worked at Bryant's in the early 1950s.  Very cool.  Chicago:  Why can't you have something like this?  A perfect romantic spot.",71,393,B K.,"Chicago, IL",168,297,566,0
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,3,5.0,en,11/4/2015,Excellent cocktails and service.,4,32,Jack S.,"Madison, WI",24,38,41,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,3,5.0,en,4/26/2014,Drinks were great! Ask Max and he will give you a drink you will love based on what you like!,20,93,Abby N.,"Libertyville, IL",2,5,5,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,3,5.0,en,3/28/2013,"I absolutely love Bryant's.  It has a fun, retro atmosphere and cool, attentive bartenders who never fail to deliver a delicious treat.  You are made to feel welcomed immediately, even on a busy weekend evening.  There isn't a traditional menu.  You tell your server or bartender what flavor you're looking for and you'll get a few options to try.  The drinks are typically large and strong...especially the Brainbuster.  This is a cool place to have a few cocktails any evening.",80,479,Tina M.,"Franklin, WI",34,57,0,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,3,5.0,en,7/12/2010,"Looking for a cool hangout for a cocktail?  Want to drink something hand crafted with the finest and freshest ingredients?  Want a cocktail that you won't find anywhere else?  Then Bryant's is for you!  From the faux leather booths to the mirrors behind the wall to the vintage Macintosh sound system Bryant's is as retro as it gets...and yet stays on the cutting edge of cocktails, along with the classics.  The bar staff is extremely knowledgeable and friendly.",78,463,Stan S.,"Waukesha, WI",23,152,61,1
Bryant’s Cocktail Lounge,https://www.yelp.com/biz/bryants-cocktail-lounge-milwaukee,https://www.yelp.com/not_recommended_reviews/bryants-cocktail-lounge-milwaukee?not_recommended_start=0,3,5.0,en,1/8/2008,Always in moderation.,3,21,Raoul D.,"San Francisco, CA",21,72,1,1
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,1/14/2022,It was my birthday today and I couldn't have asked for anything more. The crew members were great and sang me happy birthday over the mic! I had a great time and a birthday to remember with the awesome service!,40,210,Ben S.,"WI, WI",0,1,0,0
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,3/29/2020,"One of the most unique bars in the city. I've never been anywhere like it before. Mini golf is fun, drinking is fun, but to be able to drink while putting together your own mini golf course then playing through it is a blast. It's a perfect date night spot and would be a great place to host a birthday party or team building event. The staff are all very professional and friendly. They really enhance the whole experience. I am excited to return with my boyfriend for some of their black lighting golf or fireball golf. Make sure to reserve a time online because spots book out fast!",109,585,Alyssa W.,"San Francisco, CA",171,17,4,1
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,3/28/2020,"Nine below is awesome!!! Went here for a date night and it was definitely a success. This place is lively, creative and all around fantastic atmosphere! The concept itself is like no other. You and your group are assigned a hole to build and once it's over you get to play all nine holes. They have all the props you could want and then some. My girlfriend and I had a blast building our hole but the best part was definitely playing a round of mini golf after. Props to all the customers and staff for a crazy fun night!",100,521,Jake N.,"Milwaukee, WI",0,4,0,0
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,3/28/2020,"Nine Below is definitely one of a kind! I have never been to a bar that not only has mini-golf, but where you can build your own course! There are a lot of options for course items, so something for everyone! I went with a small group of friends, but I could definitely see wanting to come back for a birthday, corporate event, or bachelorette/bachelor party. The staff there is very friendly and nice, and there was also a great selection of drinks and local beer. I would recommend checking this place out next time you want to do something fun and different during your weekend!",106,581,Shanah S.,"Milwaukee, WI",0,20,8,1
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,3/28/2020,"Such a unique experience you cant find anywhere else. Building your own mini golf course is such a fun idea because it's never the same! And you get to see what everyone else builds as well, which is also a great way to meet and talk to everyone else building a course. Lots of cool and interesting cocktails, and a friendly staff. I love it because it's an activity that really doesn't require any kind of skill, so anyone can do it! The best night to come is when they have Fireball Golf, they have glow in the dark golf balls and neon lights everywhere, such a cool atmosphere.",109,580,Jessie R.,"Milwaukee, WI",0,7,0,1
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,3/27/2020,"Love the concept of this bar. The space is super cool and inviting, definitely never been to anything like it before. Building your own mini golf course is super fun, never really expected anything like this! Really loved all of the props. This is a great spot for a birthday party or just a fun night out. The drinks were pretty cheap and the staff was super friendly and encouraging.",70,385,Emily G.,"Milwaukee, WI",0,6,0,0
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,10/13/2019,"My husband chose Nine Below for our date night. It was glow in the dark ""fireball"" gold that night and we really did have a blast. He's an engineer, so you know he loved building the course. We met another couple who was also out for the night kid-free and we all had a great time.",56,281,Erin P.,"Milwaukee, WI",16,20,1,1
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,1/2/2018,"I would just like to second what Dan S. had to say. I was on that retreat he mentioned. The course building was a fantastic team-building activity. As Dan said, we had an open bar for our group. There is a decent selection of soda if you don't want to drink alcohol. It was a lot of fun building the course with my coworkers and playing each other's holes. I had a blast at Nine Below and would recommend it for any group outing. Go check it out!",88,446,Scott E.,"Janesville, WI",0,1,0,0
Nine Below,https://www.yelp.com/biz/nine-below-milwaukee,https://www.yelp.com/not_recommended_reviews/nine-below-milwaukee?not_recommended_start=0,1,5.0,en,2/19/2017,Had a blast here with my group of friends. The price was spot on and the golfing was super creative. Drinks were on point and the service was fantastic. They clearly focus on that here. We all agreed - highly recommended!,41,221,Erin R.,"Milwaukee, WI",0,55,4,0
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,1.0,en,3/31/2019,Nic needs a definite attitude adjustment and I will not be returning nor will any of my friends,18,95,Lizabet B.,"Fayetteville, AR",1,3,1,1
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,4.0,en,11/21/2018,"Don't see how you couldn't enjoy yourself here.  A variety of games all over, bar and seating areas, televisions showing classic/cult movies (but put the Brewer game on upon request), music, and outdoor areas",34,208,Mike H.,"Milwaukee, WI",1,3,0,0
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,4.0,en,10/7/2018,"Last week a friend of mine invited me to this place (during a weekday).  I've driven around this place many times and never noticed it before. But I was really pleased to see how fun it was.They have a great selection of beers and ciders, some unique flavors and large variety you'll enjoy. I had the meatball pizza, and it was really flavorful, with plenty of meat, cheese, and sauce.If you are a big fan of arcade video games, you will like the selection. I wish they have more Nintendo classics.I Loved the 80's / 90's music and videos on the screens.  For some people, it can be a bit loud though. I would go back and try the Mac&Cheese pizza!",121,647,Nubia M.,"Milwaukee, WI",45,52,293,1
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,5.0,en,3/29/2020,"One of the best bars in the city! Not only do they have an insane amount of choices in beer, but they also have tons of classic arcade games. The tokens are very reasonably priced. We usually say we'll go for one drink and a few games and end up spending several hours there. The staff is also usually very friendly and the pizza is worth the try!",68,347,Alyssa W.,"San Francisco, CA",171,17,4,1
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,5.0,en,2/10/2019,Up and down rocks. I love the beer selection. Old school gaming at its best.,15,76,Colin S.,"Milwaukee, WI",0,4,0,0
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,5.0,en,12/12/2018,Best arcade bar around! Perfect spot if you like Skeeball and enjoy some friendly competition among friends!,17,108,Carley K.,"Lower East Side, Milwaukee, WI",741,12,0,1
Up-Down Milwaukee,https://www.yelp.com/biz/up-down-milwaukee-milwaukee-2,https://www.yelp.com/not_recommended_reviews/up-down-milwaukee-milwaukee-2?not_recommended_start=0,1,5.0,en,8/24/2018,This place is so cool! I instantly felt like a kid again. The decor is awesome and the games were all just 1 token each. The tap list was huge and I was very impressed with the beer selection. This is a great addition to Milwaukee!,46,231,Kelly D.,"Coronado, Kansas City, KS",73,1,0,1
Lost Whale,https://www.yelp.com/biz/lost-whale-milwaukee,https://www.yelp.com/not_recommended_reviews/lost-whale-milwaukee?not_recommended_start=0,1,5.0,en,7/18/2018,Nice!,1,5,Brad C.,"Milwaukee, WI",0,7,0,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,6/16/2024,Too many other great bars in West Allis - don't waste your time or money with this place. Owner is an absolutely jerk. Bad experience once but went back just in case it was a fluke! Not a fluke - just a crappy place with a horrible owner.,48,238,Kim W.,"Menomonee Falls, WI",3,6,7,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,6/15/2024,"If there is one thing I can say is, DONT GO. This is the most DISGUSTINGLY disrespectful bar I have ever been. The owner is the worst human I have ever met, calling our party ""white trash"" after using their bar games, spending hundreds of dollars there, and treating the staff with the upmost respect. Words can't describe the disgust of this bar and the people who run it.",69,373,Riley H.,"Madison, WI",0,2,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,"4/8/2024
            





Updated review",Owner is an absolute mental case. He's got this thing about bar stools. Not sure what his deal is but I've never been in such a toxic establishment.  His bartender apologized for his behavior but it was a scary place. We had 6 of us in this dump and he was acting insane within 10 min. It was  very early in the day and we moved a barstool and he went nuts. We left immediately to be followed by a few regulars screaming don't come back all the way to our cars. He's a racist dickhead and won't be back .,101,504,Tom C.,"Nashotah, WI",0,9,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,"8/1/2023
            
Previous review","I've heard bad things about this bar in the past and saw the one star reviews, but decided to try it out anyway because of the location and general vibe of the bar. I regret it, the owner is a complete asshole and likes to go on power trips. I wouldn't support this establishment and regret giving them any of my money.",62,319,N E.,"West Milwaukee, WI",0,1,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,12/10/2023,"Manager or owner- not sure - clearly drunk and angry. Yelling at customers  during the afternoon- prices are good but you can go somewhere else, pay a bit more and be able to sit down and enjoy yourself",38,202,T B.,"Muskego, WI",0,42,21,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,10/2/2023,"Wow we're do I start , so me and my girlfriend we just passing by and said let's stop for a beer , walked in went to the bathroom then proceeded to the bar the bartender looked at me and said I cannot serve you,  I said why , he said he can't serve me because I have face tattoos, I was in shock so right off the bat I get judged!!!!! WOW!' Speachless , my face tattoos are simple and Christian !!! You really want my input on this establishment move on ! Their should be no place for Discrimination in any establishment!!! Period!!! #facts",106,540,Joey D.,"New Berlin, WI",0,2,0,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,5/19/2021,"White Sox, aka the owner.  No idea how to manage a bar. Made stand at the bar rather than bring up a chair.",23,107,Mike W.,"Greendale, WI",0,1,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,9/8/2019,Neal does not like ice fisherman patronizing.  Thinks all of them should die while fishing. Would never return.,18,111,Jesse A.,"Kenosha, WI",31,1,0,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,1.0,en,3/10/2019,The bartender is the best.. so many beers.. prices can't be beat.. $3 craft beer plus beer specials!,18,100,Bamboo G.,"Chicago, IL",2,40,97,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,1,5.0,en,7/26/2024,"The Drunk Uncle is great - 48 micros on tap from Milwaukee and across the country as well as an excellent specialty selection of whiskeys, tequilas, and gins.  All tap beers are $3 every day...except Sunday, when they are $2...except Saturday, when the IPAs are $1 from 2 - 8 pm.  The liquors are also a bargain.  However, this is NOT a cocktail bar.  Most cans of beer are $2 every day.  This place is very casual and it's always a good time.  Your budget will go a long way.",90,476,Bill M.,"Milwaukee, WI",0,1,0,1
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,5/20/2023,April is the best bartender ever!!! Our Saturday's are always the best because of her.,15,86,Meghan M.,"New Berlin, WI",0,1,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,"4/30/2023
            





Updated review",Nothing Wisconsin then buying $20 worth of pull tabs & free beer then $10 cases of sour beer !!!,19,96,Sarah S.,"WI, WI",0,1,2,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,"1/6/2023
            
Previous review","Great beer, great service, with an awesome environment. 10/10 would recommend to anyone looking for a new spot to hang the hat.",22,127,Tim A.,"West Allis, WI",0,1,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,3/4/2023,"fantastic bar, welcoming environment. owner is so cool",8,54,Ethan S.,"San Francisco, CA",0,1,0,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,3/4/2023,"Absolutely amazing bar, so fun to watch Baywatch and wrestling from the 90s.",13,76,Daniel D.,"San Francisco, CA",0,1,1,0
The Drunk Uncle,https://www.yelp.com/biz/the-drunk-uncle-west-allis,https://www.yelp.com/not_recommended_reviews/the-drunk-uncle-west-allis?not_recommended_start=0,2,5.0,en,9/30/2022,"I stopped in the other night and was blown away!   I never knew a place like this existed before but I will absolutely be back.   48 beers on tap, amazing bartenders, pro wrestling on the TVs along with Baywatch and some vending machines that have to be seen to believe.",50,270,Neal S.,"WI, WI",0,38,12,1
